GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId,Human_Biotype,Mouse_Biotype,Macaque_Biotype,Human_NonCoding,Mouse_NonCoding,Macaque_NonCoding,Any_NonCoding
Nfib,NFIB,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000147862,ENSMUSG00000008575,ortholog_one2one,97.9757,ENSMMUG00000014697,ortholog_one2one,97.166,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nfic,NFIC,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000141905,ENSMUSG00000055053,ortholog_one2one,81.2992,ENSMMUG00000003439,ortholog_one2one,99.4094,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nfix,NFIX,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000008441,ENSMUSG00000001911,ortholog_one2one,97.4104,ENSMMUG00000019292,ortholog_one2one,84.0637,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ngrn,NGRN,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000182768,ENSMUSG00000047084,ortholog_one2one,71.8213,ENSMMUG00000059888,ortholog_one2many,92.4399,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ngrn,NGRN,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000182768,ENSMUSG00000047084,ortholog_one2one,71.8213,ENSMMUG00000057144,ortholog_one2many,93.1272,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nhsl1,NHSL1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000135540,ENSMUSG00000039835,ortholog_one2one,72.665,ENSMMUG00000000123,ortholog_one2one,93.8979,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nid1,NID1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000116962,ENSMUSG00000005397,ortholog_one2one,85.1644,ENSMMUG00000012716,ortholog_one2one,97.5942,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nid2,NID2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000087303,ENSMUSG00000021806,ortholog_one2one,80.8727,ENSMMUG00000018201,ortholog_one2one,97.1636,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nipa2,NIPA2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000140157,ENSMUSG00000030452,ortholog_one2one,95.5556,ENSMMUG00000003892,ortholog_one2one,98.6111,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nme1,NME1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000239672,ENSMUSG00000037601,ortholog_one2one,94.0789,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Nomo1,NOMO1,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000274779,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Nomo1,NOMO2,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000185164,ENSMUSG00000030835,ortholog_one2many,92.3077,ENSMMUG00000005919,ortholog_one2many,98.527,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nomo1,NOMO3,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000278087,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Notch3,NOTCH3,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000074181,ENSMUSG00000038146,ortholog_one2one,90.9522,ENSMMUG00000013637,ortholog_one2one,99.2245,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Notum,NOTUM,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000185269,ENSMUSG00000042988,ortholog_one2one,90.7258,ENSMMUG00000049343,ortholog_one2one,97.1774,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nov,NOV,Daneman,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Npl,NPL,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000135838,ENSMUSG00000042684,ortholog_one2one,85.625,ENSMMUG00000008992,ortholog_one2one,79.6875,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Npm1,NPM1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000181163,NA,NA,NA,ENSMMUG00000015781,ortholog_one2one,99.6599,protein_coding,NA,protein_coding,FALSE,FALSE,FALSE,FALSE
Npnt,NPNT,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000168743,ENSMUSG00000040998,ortholog_one2one,87.4336,ENSMMUG00000023428,ortholog_one2one,93.4513,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Npr2,NPR2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000159899,ENSMUSG00000028469,ortholog_one2one,98.6628,ENSMMUG00000016334,ortholog_one2one,99.9045,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nr1d1,NR1D1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000126368,ENSMUSG00000020889,ortholog_one2one,95.4397,ENSMMUG00000002933,ortholog_one2one,98.0456,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nr2f1,NR2F1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000175745,ENSMUSG00000069171,ortholog_one2one,98.818,ENSMMUG00000006209,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nr2f2,NR2F2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000185551,ENSMUSG00000030551,ortholog_one2one,100,ENSMMUG00000005430,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nr2f6,NR2F6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000160113,ENSMUSG00000002393,ortholog_one2one,91.5842,ENSMMUG00000028849,ortholog_one2one,99.0099,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nr3c1,NR3C1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000113580,ENSMUSG00000024431,ortholog_one2one,90.2188,ENSMMUG00000000421,ortholog_one2one,98.713,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nr4a1,NR4A1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000123358,ENSMUSG00000023034,ortholog_one2one,91.806,ENSMMUG00000022922,ortholog_one2one,99.1639,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nrarp,NRARP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000198435,ENSMUSG00000078202,ortholog_one2one,100,ENSMMUG00000014322,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nrip1,NRIP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000180530,ENSMUSG00000048490,ortholog_one2one,84.6287,ENSMMUG00000058750,ortholog_one2one,91.9689,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nrp2,NRP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000118257,ENSMUSG00000025969,ortholog_one2one,94.6004,ENSMMUG00000020052,ortholog_one2one,99.0281,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nsmce1,NSMCE1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000169189,ENSMUSG00000030750,ortholog_one2one,89.4737,ENSMMUG00000015832,ortholog_one2one,80.0752,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nsun5,NSUN5,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000130305,ENSMUSG00000000916,ortholog_one2one,84.3348,ENSMMUG00000022776,ortholog_one2one,96.5665,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nt5c2,NT5C2,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000076685,ENSMUSG00000025041,ortholog_one2one,99.287,ENSMMUG00000003749,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ntn1,NTN1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000065320,ENSMUSG00000020902,ortholog_one2one,99.1722,ENSMMUG00000055290,ortholog_one2one,99.3377,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ntn4,NTN4,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000074527,ENSMUSG00000020019,ortholog_one2one,89.8089,ENSMMUG00000000521,ortholog_one2one,97.9299,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nubpl,NUBPL,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000151413,ENSMUSG00000035142,ortholog_one2one,88.0878,ENSMMUG00000012726,ortholog_one2one,97.4922,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nudt12,NUDT12,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000112874,ENSMUSG00000024228,ortholog_one2one,87.8788,ENSMMUG00000017250,ortholog_one2one,98.0519,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nudt21,NUDT21,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167005,ENSMUSG00000031754,ortholog_one2one,99.5595,ENSMMUG00000038955,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nup210,NUP210,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000132182,ENSMUSG00000030091,ortholog_one2one,84.4197,ENSMMUG00000015979,ortholog_one2one,97.6153,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Nup98,NUP98,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000110713,ENSMUSG00000063550,ortholog_one2one,91.5556,ENSMMUG00000003950,ortholog_one2one,98.2222,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000029605,ortholog_one2many,52.25,ENSMMUG00000012782,ortholog_one2one,90.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000053765,ortholog_one2many,50.25,ENSMMUG00000012782,ortholog_one2one,90.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000001166,ortholog_one2many,46.25,ENSMMUG00000012782,ortholog_one2one,90.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000052776,ortholog_one2many,62.25,ENSMMUG00000012782,ortholog_one2one,90.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000066867,ortholog_one2many,44.75,ENSMMUG00000012782,ortholog_one2one,90.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000001168,ortholog_one2many,45.5,ENSMMUG00000012782,ortholog_one2one,90.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000066861,ortholog_one2many,62.75,ENSMMUG00000012782,ortholog_one2one,90.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000089127,ENSMUSG00000032623,ortholog_one2many,46,ENSMMUG00000012782,ortholog_one2one,90.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oaz1,OAZ1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000104904,ENSMUSG00000035242,ortholog_one2one,83.7719,ENSMMUG00000017949,ortholog_one2one,99.1228,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ocln,OCLN,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000273814,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Ogn,OGN,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000291350,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Ogt,OGT,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000147162,ENSMUSG00000034160,ortholog_one2one,99.6176,ENSMMUG00000015238,ortholog_one2one,99.9044,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Olfm1,OLFM1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000130558,ENSMUSG00000026833,ortholog_one2one,98.3505,ENSMMUG00000017506,ortholog_one2one,38.9691,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oraov1,ORAOV1,Daneman,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Osbpl1a,OSBPL1A,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000141447,ENSMUSG00000044252,ortholog_one2one,92,ENSMMUG00000004350,ortholog_one2one,98.1053,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Osbpl2,OSBPL2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000130703,ENSMUSG00000039050,ortholog_one2one,89.7917,ENSMMUG00000012623,ortholog_one2one,94.375,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Osbpl9,OSBPL9,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000117859,ENSMUSG00000028559,ortholog_one2one,95.788,ENSMMUG00000004735,ortholog_one2one,98.0978,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Otud1,OTUD1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000165312,ENSMUSG00000043415,ortholog_one2one,75.2599,ENSMMUG00000009247,ortholog_one2one,96.8815,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Otud7b,OTUD7B,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000264522,ENSMUSG00000038495,ortholog_one2one,90.7473,ENSMMUG00000007244,ortholog_one2one,98.102,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oxa1l,OXA1L,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000155463,ENSMUSG00000000959,ortholog_one2one,74.4828,ENSMMUG00000000411,ortholog_one2one,91.954,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Oxr1,OXR1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000164830,ENSMUSG00000022307,ortholog_one2one,84.4215,ENSMMUG00000017845,ortholog_one2one,96.5636,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
P2rx4,P2RX4,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000135124,ENSMUSG00000029470,ortholog_one2one,86.5979,ENSMMUG00000003521,ortholog_one2one,75.5155,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
P2ry14,P2RY14,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000174944,ENSMUSG00000036381,ortholog_one2one,83.1361,ENSMMUG00000017245,ortholog_one2one,97.6331,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
P4ha1,P4HA1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000122884,ENSMUSG00000019916,ortholog_one2one,95.3184,ENSMMUG00000011274,ortholog_one2one,99.8127,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pacsin3,PACSIN3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000165912,ENSMUSG00000027257,ortholog_one2one,94.3396,ENSMMUG00000006359,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Palm,PALM,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000099864,ENSMUSG00000035863,ortholog_one2one,79.845,ENSMMUG00000022877,ortholog_one2one,93.7984,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Palmd,PALMD,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000099260,ENSMUSG00000033377,ortholog_one2one,80.5808,ENSMMUG00000016335,ortholog_one2one,97.6407,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Paqr5,PAQR5,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000137819,ENSMUSG00000032278,ortholog_one2one,91.5152,ENSMMUG00000014886,ortholog_one2one,96.9697,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pard6g,PARD6G,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000178184,ENSMUSG00000056214,ortholog_one2one,78.4574,ENSMMUG00000056088,ortholog_one2one,98.6702,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Parp12,PARP12,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000059378,ENSMUSG00000038507,ortholog_one2one,81.3124,ENSMMUG00000004224,ortholog_one2one,97.8602,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Parp14,PARP14,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000173193,ENSMUSG00000034422,ortholog_one2one,63.4092,ENSMMUG00000022569,ortholog_one2one,92.5597,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Parp9,PARP9,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000138496,ENSMUSG00000022906,ortholog_one2one,62.149,ENSMMUG00000016381,ortholog_one2one,90.5983,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Parva,PARVA,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000197702,ENSMUSG00000030770,ortholog_one2one,87.3656,ENSMMUG00000020956,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Parvb,PARVB,Munji,NA,TRUE,TRUE,TRUE,3,ENSG00000188677,ENSMUSG00000022438,ortholog_one2one,90.9341,ENSMMUG00000015448,ortholog_one2one,74.4505,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Patz1,PATZ1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000100105,ENSMUSG00000020453,ortholog_one2one,98.9811,ENSMMUG00000013911,ortholog_one2one,99.4178,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pbx1,PBX1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000185630,ENSMUSG00000052534,ortholog_one2one,100,ENSMMUG00000019108,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pcx,PC,Both,lung_only,TRUE,FALSE,FALSE,1,ENSG00000173599,ENSMUSG00000024892,ortholog_one2one,96.7742,ENSMMUG00000004533,ortholog_one2one,99.236,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pcca,PCCA,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000175198,ENSMUSG00000041650,ortholog_one2one,89.2857,ENSMMUG00000004493,ortholog_one2one,97.3901,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pcdh12,PCDH12,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000113555,ENSMUSG00000024440,ortholog_one2one,80.2365,ENSMMUG00000006291,ortholog_one2one,97.8885,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pcdh17,PCDH17,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000118946,ENSMUSG00000035566,ortholog_one2one,98.1018,ENSMMUG00000022272,ortholog_one2one,99.4823,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pcdh19,PCDH19,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000165194,ENSMUSG00000051323,ortholog_one2one,96.4286,ENSMMUG00000011078,ortholog_one2one,98.9547,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pcgf5,PCGF5,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000180628,ENSMUSG00000024805,ortholog_one2one,96.0938,ENSMMUG00000038018,ortholog_one2one,93.75,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pcmtd1,PCMTD1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000168300,ENSMUSG00000051285,ortholog_one2one,98.5994,ENSMMUG00000003347,ortholog_one2one,99.4398,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pcmtd2,PCMTD2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000280663,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Pcolce,PCOLCE,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000106333,ENSMUSG00000029718,ortholog_one2one,82.6281,ENSMMUG00000002947,ortholog_one2one,97.1047,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pde2a,PDE2A,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000186642,ENSMUSG00000110195,ortholog_one2one,93.305,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Pde3b,PDE3B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000152270,ENSMUSG00000030671,ortholog_one2one,81.295,ENSMMUG00000000759,ortholog_one2one,97.2122,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pde4b,PDE4B,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000184588,ENSMUSG00000028525,ortholog_one2one,97.1467,ENSMMUG00000007490,ortholog_one2one,99.5924,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pde8b,PDE8B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000113231,ENSMUSG00000021684,ortholog_one2one,93.6723,ENSMMUG00000021358,ortholog_one2one,99.548,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pdgfrb,PDGFRB,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000113721,ENSMUSG00000024620,ortholog_one2one,85.443,ENSMMUG00000011557,ortholog_one2one,98.2821,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pdia3,PDIA3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167004,ENSMUSG00000027248,ortholog_one2one,93.0693,ENSMMUG00000001682,ortholog_one2many,99.2079,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pdia3,PDIA3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167004,ENSMUSG00000027248,ortholog_one2one,93.0693,ENSMMUG00000054976,ortholog_one2many,99.2079,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pdik1l,PDIK1L,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000175087,ENSMUSG00000050890,ortholog_one2one,99.4135,ENSMMUG00000016874,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pdk2,PDK2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000005882,ENSMUSG00000038967,ortholog_one2one,97.543,ENSMMUG00000014685,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pdlim5,PDLIM5,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000163110,ENSMUSG00000028273,ortholog_one2one,72.651,ENSMMUG00000022246,ortholog_one2one,96.8121,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pdlim7,PDLIM7,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000196923,ENSMUSG00000021493,ortholog_one2one,93.8731,ENSMMUG00000003146,ortholog_one2one,99.1247,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pdxk,PDXK,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000160209,ENSMUSG00000032788,ortholog_one2one,84.6154,ENSMMUG00000062457,ortholog_one2one,96.7949,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Per1,PER1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000179094,ENSMUSG00000020893,ortholog_one2one,91.938,ENSMMUG00000021798,ortholog_one2one,97.907,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Perp,PERP,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000112378,ENSMUSG00000019851,ortholog_one2one,90.6736,ENSMMUG00000049387,ortholog_one2one,98.4456,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pfkfb3,PFKFB3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000170525,ENSMUSG00000026773,ortholog_one2one,95.3846,ENSMMUG00000010596,ortholog_one2one,97.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pfkp,PFKP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000067057,ENSMUSG00000021196,ortholog_one2one,88.3929,ENSMMUG00000004935,ortholog_one2one,94.3878,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pfn1,PFN1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000108518,ENSMUSG00000018293,ortholog_one2one,95.7143,ENSMMUG00000051787,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pgd,PGD,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000142657,ENSMUSG00000028961,ortholog_one2one,93.9959,ENSMMUG00000023029,ortholog_one2one,99.5859,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Pglyrp1,PGLYRP1,Munji,NA,FALSE,FALSE,FALSE,0,ENSG00000008438,ENSMUSG00000030413,ortholog_one2one,64.2857,ENSMMUG00000008742,ortholog_one2one,85.2041,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
