GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,HumanEnsembl,MouseEnsembl,MacaqueEnsembl
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000073247,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095793,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100645,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099840,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100726,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099894,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100032,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000094746,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100467,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095293,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000082639,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000101766,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100608,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000100338,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095063,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000095546,ENSMMUG00000063989
Sycp3,SYCP3,Daneman,liver_only,ENSG00000139351,ENSMUSG00000099856,ENSMMUG00000063989
Syne1,SYNE1,Daneman,liver_only,ENSG00000131018,ENSMUSG00000096054,ENSMMUG00000019048
Synm,SYNM,Munji,NA,ENSG00000182253,ENSMUSG00000030554,ENSMMUG00000005220
Synpo2,SYNPO2,Munji,NA,ENSG00000172403,ENSMUSG00000050315,ENSMMUG00000008702
Syt7,SYT7,Both,liver_only,ENSG00000011347,ENSMUSG00000024743,ENSMMUG00000005122
Sytl1,SYTL1,Munji,NA,ENSG00000142765,ENSMUSG00000028860,ENSMMUG00000004768
Tacc2,TACC2,Daneman,liver_only,ENSG00000138162,ENSMUSG00000030852,ENSMMUG00000013033
Tacc3,TACC3,Munji,NA,ENSG00000013810,ENSMUSG00000037313,ENSMMUG00000011191
Tacr3,TACR3,Daneman,lung_only,ENSG00000169836,ENSMUSG00000028172,ENSMMUG00000049998
Tada2a,TADA2A,Munji,NA,ENSG00000277104,NA,NA
Tada2a,TADA2A,Munji,NA,ENSG00000276234,ENSMUSG00000018651,ENSMMUG00000021911
Tax1bp3,TAX1BP3,Daneman,lung_only,ENSG00000213977,ENSMUSG00000040158,ENSMMUG00000058688
Tbc1d14,TBC1D14,Munji,NA,ENSG00000132405,ENSMUSG00000029192,ENSMMUG00000017000
Tbc1d4,TBC1D4,Both,liver_only,ENSG00000136111,ENSMUSG00000033083,ENSMMUG00000021197
Tbrg4,TBRG4,Daneman,lung_only,ENSG00000136270,ENSMUSG00000000384,ENSMMUG00000010823
Tbx1,TBX1,Both,liver_only,ENSG00000184058,ENSMUSG00000009097,ENSMMUG00000017140
Tbx2,TBX2,Daneman,liver_and_lung,ENSG00000121068,ENSMUSG00000000093,ENSMMUG00000046656
Tbx3,TBX3,Daneman,liver_only,ENSG00000135111,ENSMUSG00000018604,ENSMMUG00000015070
Tceal8,TCEAL8,Daneman,lung_only,ENSG00000180964,ENSMUSG00000051579,ENSMMUG00000052429
Tcf19,TCF19,Daneman,lung_only,ENSG00000233890,NA,NA
Tcf19,TCF19,Daneman,lung_only,ENSG00000234674,NA,NA
Tcf19,TCF19,Daneman,lung_only,ENSG00000224379,NA,NA
Tcf19,TCF19,Daneman,lung_only,ENSG00000224941,NA,NA
Tcf19,TCF19,Daneman,lung_only,ENSG00000224472,NA,NA
Tcf19,TCF19,Daneman,lung_only,ENSG00000206455,NA,NA
Tcf19,TCF19,Daneman,lung_only,ENSG00000137310,ENSMUSG00000050410,ENSMMUG00000015682
Tcf23,TCF23,Daneman,liver_only,ENSG00000163792,ENSMUSG00000006642,ENSMMUG00000056872
Tchp,TCHP,Munji,NA,ENSG00000139437,NA,ENSMMUG00000031562
Tdg,TDG,Daneman,lung_only,ENSG00000139372,ENSMUSG00000034674,ENSMMUG00000021291
Tecrl,TECRL,Munji,NA,ENSG00000205678,ENSMUSG00000049537,ENSMMUG00000005537
Tenc1,TENC1,Daneman,liver_and_lung,NA,NA,NA
Tes,TES,Daneman,lung_only,ENSG00000135269,ENSMUSG00000068113,ENSMMUG00000007097
Tes,TES,Daneman,lung_only,ENSG00000135269,ENSMUSG00000029552,ENSMMUG00000007097
Trf,TF,Daneman,lung_only,ENSG00000091513,ENSMUSG00000032554,ENSMMUG00000008916
Tfdp1,TFDP1,Daneman,lung_only,ENSG00000198176,ENSMUSG00000038482,ENSMMUG00000007423
Tfpi,TFPI,Daneman,lung_only,ENSG00000003436,ENSMUSG00000027082,ENSMMUG00000009448
Tfpi2,TFPI2,Daneman,lung_only,ENSG00000105825,ENSMUSG00000029664,ENSMMUG00000020581
Tfrc,TFRC,Munji,NA,ENSG00000072274,ENSMUSG00000022797,ENSMMUG00000002114
Tgfa,TGFA,Munji,NA,ENSG00000163235,ENSMUSG00000029999,ENSMMUG00000010591
Tgfb2,TGFB2,Munji,NA,ENSG00000092969,ENSMUSG00000039239,ENSMMUG00000004071
Tgfbi,TGFBI,Daneman,liver_and_lung,ENSG00000120708,ENSMUSG00000035493,ENSMMUG00000000332
Tgfbr3,TGFBR3,Daneman,liver_only,ENSG00000069702,ENSMUSG00000029287,ENSMMUG00000001742
Tgif2,TGIF2,Daneman,lung_only,ENSG00000118707,ENSMUSG00000062175,ENSMMUG00000008195
Tgm2,TGM2,Daneman,liver_only,ENSG00000198959,ENSMUSG00000037820,ENSMMUG00000018925
Thbd,THBD,Daneman,liver_only,ENSG00000178726,ENSMUSG00000074743,ENSMMUG00000016814
Thra,THRA,Munji,NA,ENSG00000126351,ENSMUSG00000058756,ENSMMUG00000002931
Thrsp,THRSP,Daneman,liver_only,ENSG00000151365,ENSMUSG00000035686,ENSMMUG00000017470
Thsd1,THSD1,Munji,NA,ENSG00000136114,ENSMUSG00000031480,ENSMMUG00000009528
Tiam1,TIAM1,Munji,NA,ENSG00000156299,ENSMUSG00000002489,ENSMMUG00000019571
Tie1,TIE1,Daneman,lung_only,ENSG00000066056,ENSMUSG00000033191,ENSMMUG00000010660
Timm13,TIMM13,Daneman,lung_only,ENSG00000099800,ENSMUSG00000020219,NA
Timm22,TIMM22,Daneman,lung_only,ENSG00000277649,NA,NA
Timm22,TIMM22,Daneman,lung_only,ENSG00000278501,NA,NA
Timm22,TIMM22,Daneman,lung_only,ENSG00000177370,ENSMUSG00000020843,ENSMMUG00000008129
Timp3,TIMP3,Daneman,liver_only,ENSG00000100234,ENSMUSG00000020044,ENSMMUG00000062825
Tiprl,TIPRL,Daneman,lung_only,ENSG00000143155,ENSMUSG00000040843,ENSMMUG00000021166
Tiprl,TIPRL,Daneman,lung_only,ENSG00000143155,ENSMUSG00000040843,ENSMMUG00000051857
Tkt,TKT,Daneman,lung_only,ENSG00000163931,ENSMUSG00000021957,ENSMMUG00000014433
Tm4sf1,TM4SF1,Daneman,liver_only,ENSG00000169908,ENSMUSG00000027800,ENSMMUG00000052736
Tm7sf3,TM7SF3,Daneman,liver_only,ENSG00000064115,ENSMUSG00000040234,ENSMMUG00000003217
Tmc7,TMC7,Munji,NA,ENSG00000170537,ENSMUSG00000042246,ENSMMUG00000006911
Tmcc2,TMCC2,Daneman,liver_only,ENSG00000133069,ENSMUSG00000042066,ENSMMUG00000010480
Tmcc3,TMCC3,Daneman,liver_only,ENSG00000057704,ENSMUSG00000020023,ENSMMUG00000018242
Tmeff1,TMEFF1,Both,liver_only,ENSG00000241697,ENSMUSG00000028347,ENSMMUG00000009775
Tmem123,TMEM123,Munji,NA,ENSG00000152558,ENSMUSG00000050912,ENSMMUG00000003403
Tmem14c,TMEM14C,Daneman,lung_only,ENSG00000284936,NA,NA
Tmem14c,TMEM14C,Daneman,lung_only,ENSG00000111843,ENSMUSG00000021361,NA
Tmem184a,TMEM184A,Munji,NA,ENSG00000164855,ENSMUSG00000036687,ENSMMUG00000013080
Tmem2,TMEM2,Daneman,lung_only,NA,NA,NA
Tmem30a,TMEM30A,Daneman,liver_only,ENSG00000112697,ENSMUSG00000032328,ENSMMUG00000019273
Tmem37,TMEM37,Daneman,lung_only,ENSG00000171227,ENSMUSG00000050777,ENSMMUG00000060725
Tmem44,TMEM44,Daneman,lung_only,ENSG00000145014,ENSMUSG00000022537,ENSMMUG00000010706
Tmem8,TMEM8A,Munji,NA,NA,NA,NA
Tmub1,TMUB1,Munji,NA,ENSG00000164897,ENSMUSG00000028958,ENSMMUG00000020466
Tnf,TNF,Daneman,lung_only,ENSG00000228978,NA,NA
Tnf,TNF,Daneman,lung_only,ENSG00000232810,ENSMUSG00000024401,ENSMMUG00000045654
Tnf,TNF,Daneman,lung_only,ENSG00000228849,NA,NA
Tnf,TNF,Daneman,lung_only,ENSG00000204490,NA,NA
Tnf,TNF,Daneman,lung_only,ENSG00000230108,NA,NA
Tnf,TNF,Daneman,lung_only,ENSG00000228321,NA,NA
Tnf,TNF,Daneman,lung_only,ENSG00000223952,NA,NA
Tnf,TNF,Daneman,lung_only,ENSG00000206439,NA,NA
Tnfaip1,TNFAIP1,Daneman,lung_only,ENSG00000109079,ENSMUSG00000017615,ENSMMUG00000019145
Tnfaip2,TNFAIP2,Daneman,lung_only,ENSG00000185215,ENSMUSG00000021281,ENSMMUG00000021634
Tnfaip8l1,TNFAIP8L1,Daneman,lung_only,ENSG00000185361,ENSMUSG00000044469,ENSMMUG00000010998
Tnfrsf19,TNFRSF19,Munji,NA,ENSG00000127863,ENSMUSG00000060548,ENSMMUG00000004237
Tnfrsf21,TNFRSF21,Daneman,liver_and_lung,ENSG00000146072,ENSMUSG00000023915,ENSMMUG00000011905
Tnfsf10,TNFSF10,Daneman,liver_only,ENSG00000121858,ENSMUSG00000039304,ENSMMUG00000019302
Tnrc6c,TNRC6C,Daneman,liver_only,ENSG00000078687,ENSMUSG00000025571,ENSMMUG00000011924
Tns1,TNS1,Daneman,liver_only,ENSG00000079308,ENSMUSG00000055322,ENSMMUG00000013785
Tns3,TNS3,Daneman,liver_and_lung,ENSG00000136205,ENSMUSG00000020422,ENSMMUG00000019393
Tob1,TOB1,Both,liver_only,ENSG00000141232,ENSMUSG00000037573,ENSMMUG00000022740
Tomm20,TOMM20,Daneman,lung_only,ENSG00000173726,ENSMUSG00000093904,ENSMMUG00000058824
Top1mt,TOP1MT,Munji,NA,ENSG00000184428,ENSMUSG00000000934,ENSMMUG00000022933
Top2a,TOP2A,Daneman,lung_only,ENSG00000131747,ENSMUSG00000020914,ENSMMUG00000008941
Tor3a,TOR3A,Daneman,liver_only,ENSG00000186283,ENSMUSG00000060519,ENSMMUG00000006261
Trp53i11,TP53I11,Daneman,lung_only,ENSG00000175274,ENSMUSG00000068735,ENSMMUG00000059728
Trp53inp1,TP53INP1,Daneman,liver_only,ENSG00000164938,ENSMUSG00000028211,ENSMMUG00000057219
Tpcn1,TPCN1,Daneman,lung_only,ENSG00000186815,ENSMUSG00000032741,ENSMMUG00000004435
Tpd52,TPD52,Both,liver_only,ENSG00000076554,ENSMUSG00000027506,ENSMMUG00000022369
Tprn,TPRN,Munji,NA,ENSG00000176058,ENSMUSG00000048707,ENSMMUG00000001677
Trappc1,TRAPPC1,Daneman,lung_only,ENSG00000170043,ENSMUSG00000049299,ENSMMUG00000055778
Trim47,TRIM47,Daneman,liver_only,ENSG00000132481,ENSMUSG00000020773,ENSMMUG00000009377
Trim6,TRIM6,Munji,NA,ENSG00000121236,ENSMUSG00000072244,ENSMMUG00000013490
Trip6,TRIP6,Daneman,lung_only,ENSG00000087077,ENSMUSG00000023348,ENSMMUG00000021252
Trpc1,TRPC1,Daneman,liver_and_lung,ENSG00000144935,ENSMUSG00000032839,ENSMMUG00000012405
Trpm6,TRPM6,Munji,NA,ENSG00000119121,ENSMUSG00000024727,ENSMMUG00000013102
Trrap,TRRAP,Daneman,liver_and_lung,ENSG00000196367,ENSMUSG00000045482,ENSMMUG00000023318
Tsc22d1,TSC22D1,Munji,NA,ENSG00000102804,ENSMUSG00000022010,ENSMMUG00000003753
Tsc22d3,TSC22D3,Daneman,liver_only,ENSG00000157514,ENSMUSG00000031431,ENSMMUG00000057348
Tsc22d4,TSC22D4,Daneman,lung_only,ENSG00000166925,ENSMUSG00000144223,ENSMMUG00000041566
Tsc22d4,TSC22D4,Daneman,lung_only,ENSG00000166925,ENSMUSG00000144222,ENSMMUG00000041566
Tspan18,TSPAN18,Daneman,lung_only,ENSG00000157570,ENSMUSG00000027217,ENSMMUG00000000368
Tspan2,TSPAN2,Daneman,lung_only,ENSG00000134198,ENSMUSG00000027858,ENSMMUG00000017421
Tspan4,TSPAN4,Daneman,lung_only,ENSG00000214063,ENSMUSG00000025511,ENSMMUG00000031282
Tspan5,TSPAN5,Munji,NA,ENSG00000168785,ENSMUSG00000028152,ENSMMUG00000011702
Tspan6,TSPAN6,Daneman,lung_only,ENSG00000000003,ENSMUSG00000067377,NA
Tspan7,TSPAN7,Daneman,lung_only,ENSG00000156298,ENSMUSG00000058254,ENSMMUG00000006876
Tspyl1,TSPYL1,Daneman,liver_only,ENSG00000189241,ENSMUSG00000047514,ENSMMUG00000061148
Tspyl4,TSPYL4,Daneman,liver_only,ENSG00000187189,ENSMUSG00000039485,ENSMMUG00000014643
Tsta3,TSTA3,Daneman,lung_only,NA,NA,NA
Ttll7,TTLL7,Munji,NA,ENSG00000137941,ENSMUSG00000036745,ENSMMUG00000016591
Ttyh2,TTYH2,Munji,NA,ENSG00000141540,ENSMUSG00000034714,ENSMMUG00000003981
Ttyh3,TTYH3,Daneman,lung_only,ENSG00000136295,ENSMUSG00000036565,ENSMMUG00000019005
Tubb5,TUBB,Daneman,lung_only,ENSG00000224156,NA,NA
Tubb5,TUBB,Daneman,lung_only,ENSG00000235067,NA,NA
Tubb5,TUBB,Daneman,lung_only,ENSG00000232421,NA,NA
Tubb5,TUBB,Daneman,lung_only,ENSG00000227739,NA,NA
Tubb5,TUBB,Daneman,lung_only,ENSG00000229684,NA,NA
Tubb5,TUBB,Daneman,lung_only,ENSG00000232575,NA,NA
Tubb5,TUBB,Daneman,lung_only,ENSG00000183311,NA,NA
Tubb5,TUBB,Daneman,lung_only,ENSG00000196230,ENSMUSG00000001525,ENSMMUG00000030028
Tubb6,TUBB6,Daneman,lung_only,ENSG00000176014,ENSMUSG00000001473,ENSMMUG00000007588
Txnip,TXNIP,Daneman,liver_only,ENSG00000265972,ENSMUSG00000038393,ENSMMUG00000007338
Txnl1,TXNL1,Daneman,lung_only,ENSG00000091164,ENSMUSG00000024583,ENSMMUG00000012915
Tymp,TYMP,Munji,NA,ENSG00000025708,ENSMUSG00000022615,ENSMMUG00000001764
Uap1,UAP1,Daneman,liver_only,ENSG00000117143,ENSMUSG00000026670,ENSMMUG00000019514
Ube2a,UBE2A,Daneman,lung_only,ENSG00000077721,ENSMUSG00000016308,ENSMMUG00000022667
Ube2b,UBE2B,Daneman,liver_only,ENSG00000119048,ENSMUSG00000020390,ENSMMUG00000016641
Ube2d3,UBE2D3,Daneman,lung_only,ENSG00000109332,ENSMUSG00000078578,ENSMMUG00000011201
Ube2e2,UBE2E2,Daneman,lung_only,ENSG00000182247,ENSMUSG00000058317,ENSMMUG00000013069
Ube2i,UBE2I,Daneman,lung_only,ENSG00000103275,ENSMUSG00000015120,ENSMMUG00000044277
Ube2l3,UBE2L3,Daneman,lung_only,ENSG00000185651,ENSMUSG00000038965,NA
Ube2m,UBE2M,Daneman,lung_only,ENSG00000130725,ENSMUSG00000005575,ENSMMUG00000060050
Ube2n,UBE2N,Daneman,liver_only,ENSG00000177889,ENSMUSG00000074781,ENSMMUG00000020634
Ube3b,UBE3B,Daneman,liver_and_lung,ENSG00000151148,ENSMUSG00000029577,ENSMMUG00000019650
Ube4b,UBE4B,Daneman,lung_only,ENSG00000130939,ENSMUSG00000028960,NA
Ubl3,UBL3,Daneman,liver_only,ENSG00000122042,ENSMUSG00000001687,ENSMMUG00000003771
Ubl4,UBL4A,Daneman,liver_only,ENSG00000102178,ENSMUSG00000015290,NA
Ubtd1,UBTD1,Daneman,lung_only,ENSG00000165886,ENSMUSG00000025171,ENSMMUG00000063092
Uchl1,UCHL1,Daneman,liver_and_lung,ENSG00000154277,ENSMUSG00000029223,ENSMMUG00000013071
Ucp2,UCP2,Daneman,liver_only,ENSG00000175567,ENSMUSG00000033685,ENSMMUG00000002605
Ufc1,UFC1,Daneman,lung_only,ENSG00000143222,ENSMUSG00000062963,ENSMMUG00000022632
Uhrf1bp1,UHRF1BP1,Munji,NA,NA,NA,NA
Unc13b,UNC13B,Daneman,liver_only,ENSG00000198722,ENSMUSG00000028456,ENSMMUG00000016308
Unc13c,UNC13C,Munji,NA,ENSG00000137766,ENSMUSG00000062151,ENSMMUG00000015038
Uqcrc1,UQCRC1,Daneman,lung_only,ENSG00000010256,ENSMUSG00000025651,ENSMMUG00000014705
Uqcrh,UQCRHL,Daneman,lung_only,ENSG00000233954,ENSMUSG00000063882,NA
Urod,UROD,Daneman,lung_only,ENSG00000126088,ENSMUSG00000028684,ENSMMUG00000016623
Usp18,USP18,Daneman,liver_only,ENSG00000184979,ENSMUSG00000030107,ENSMMUG00000003272
Usp3,USP3,Daneman,lung_only,ENSG00000140455,ENSMUSG00000032376,ENSMMUG00000012114
Usp33,USP33,Munji,NA,ENSG00000077254,ENSMUSG00000025437,ENSMMUG00000018326
Usp42,USP42,Munji,NA,ENSG00000106346,ENSMUSG00000051306,ENSMMUG00000020321
Usp53,USP53,Munji,NA,ENSG00000145390,ENSMUSG00000039701,ENSMMUG00000008705
Usp54,USP54,Both,liver_only,ENSG00000166348,ENSMUSG00000034235,ENSMMUG00000001821
Utp14b,UTP14C,Munji,NA,ENSG00000253797,ENSMUSG00000079470,ENSMMUG00000016517
Utp14b,UTP14C,Munji,NA,ENSG00000253797,ENSMUSG00000063785,ENSMMUG00000016517
Utrn,UTRN,Both,liver_only,ENSG00000152818,ENSMUSG00000019820,ENSMMUG00000019438
Vamp4,VAMP4,Daneman,liver_only,ENSG00000117533,ENSMUSG00000026696,ENSMMUG00000023203
Vangl2,VANGL2,Munji,NA,ENSG00000162738,ENSMUSG00000026556,ENSMMUG00000020295
Vasp,VASP,Daneman,lung_only,ENSG00000125753,ENSMUSG00000030403,ENSMMUG00000022938
Vav3,VAV3,Daneman,lung_only,ENSG00000134215,ENSMUSG00000033721,ENSMMUG00000019714
Vcam1,VCAM1,Daneman,liver_only,ENSG00000162692,ENSMUSG00000027962,ENSMMUG00000022906
Vcp,VCP,Daneman,lung_only,ENSG00000165280,ENSMUSG00000028452,ENSMMUG00000020190
Vdac1,VDAC1,Daneman,lung_only,ENSG00000213585,ENSMUSG00000020402,NA
Vil1,VIL1,Munji,NA,ENSG00000127831,ENSMUSG00000026175,ENSMMUG00000016899
Vps36,VPS36,Daneman,liver_only,ENSG00000136100,ENSMUSG00000031479,ENSMMUG00000011360
Vps41,VPS41,Daneman,liver_only,ENSG00000006715,ENSMUSG00000041236,ENSMMUG00000010042
Vstm2b,VSTM2B,Munji,NA,ENSG00000187135,ENSMUSG00000039257,ENSMMUG00000007392
Vtn,VTN,Daneman,liver_and_lung,ENSG00000109072,ENSMUSG00000017344,ENSMMUG00000019148
Vwa1,VWA1,Munji,NA,ENSG00000179403,ENSMUSG00000042116,ENSMMUG00000053801
Wasf3,WASF3,Munji,NA,ENSG00000132970,ENSMUSG00000029636,ENSMMUG00000005055
Wdr1,WDR1,Daneman,lung_only,ENSG00000071127,ENSMUSG00000005103,ENSMMUG00000000960
Wdr26,WDR26,Daneman,lung_only,ENSG00000162923,ENSMUSG00000038733,ENSMMUG00000012227
Wdr6,WDR6,Daneman,lung_only,ENSG00000178252,ENSMUSG00000066357,ENSMMUG00000005649
Wdr83,WDR83,Munji,NA,ENSG00000123154,ENSMUSG00000005150,ENSMMUG00000016868
Wfdc1,WFDC1,Daneman,liver_only,ENSG00000103175,ENSMUSG00000023336,ENSMMUG00000004442
Wnk1,WNK1,Daneman,liver_only,ENSG00000060237,ENSMUSG00000045962,ENSMMUG00000018650
Wnk2,WNK2,Munji,NA,ENSG00000165238,ENSMUSG00000037989,ENSMMUG00000013881
Wnt5a,WNT5A,Munji,NA,ENSG00000114251,ENSMUSG00000021994,ENSMMUG00000061281
Wsb2,WSB2,Daneman,lung_only,ENSG00000176871,ENSMUSG00000029364,ENSMMUG00000010236
Wsb2,WSB2,Daneman,lung_only,ENSG00000176871,ENSMUSG00000029364,ENSMMUG00000044974
Wwtr1,WWTR1,Daneman,lung_only,ENSG00000018408,ENSMUSG00000027803,ENSMMUG00000018982
Xdh,XDH,Daneman,liver_only,ENSG00000158125,ENSMUSG00000024066,ENSMMUG00000000561
Ywhab,YWHAB,Daneman,liver_and_lung,ENSG00000166913,ENSMUSG00000018326,ENSMMUG00000013206
Zbtb20,ZBTB20,Daneman,liver_only,ENSG00000181722,ENSMUSG00000022708,ENSMMUG00000020641
Zbtb34,ZBTB34,Daneman,lung_only,ENSG00000177125,ENSMUSG00000068966,ENSMMUG00000050175
Zbtb4,ZBTB4,Daneman,liver_only,ENSG00000283868,NA,NA
Zbtb4,ZBTB4,Daneman,liver_only,ENSG00000174282,ENSMUSG00000018750,ENSMMUG00000023616
Zbtb41,ZBTB41,Daneman,liver_only,ENSG00000177888,ENSMUSG00000033964,ENSMMUG00000058395
Zbtb45,ZBTB45,Munji,NA,ENSG00000119574,ENSMUSG00000049600,ENSMMUG00000017874
Zc3h4,ZC3H4,Munji,NA,ENSG00000130749,ENSMUSG00000059273,ENSMMUG00000014709
Zcchc2,ZCCHC2,Daneman,liver_only,ENSG00000141664,ENSMUSG00000038866,ENSMMUG00000004434
Zcchc6,ZCCHC6,Daneman,liver_only,NA,NA,NA
Zdhhc14,ZDHHC14,Daneman,liver_only,ENSG00000175048,ENSMUSG00000034265,ENSMMUG00000015872
Zfp3,ZFP3,Munji,NA,ENSG00000180787,ENSMUSG00000043602,ENSMMUG00000056095
Zfp37,ZFP37,Daneman,liver_only,ENSG00000136866,ENSMUSG00000028389,ENSMMUG00000002079
Zfp69,ZFP69,Daneman,lung_only,ENSG00000187815,ENSMUSG00000064141,NA
Zhx3,ZHX3,Daneman,liver_only,ENSG00000174306,ENSMUSG00000035877,ENSMMUG00000005904
Zic1,ZIC1,Daneman,liver_and_lung,ENSG00000152977,ENSMUSG00000032368,ENSMMUG00000004742
Zic2,ZIC2,Munji,NA,ENSG00000043355,ENSMUSG00000061524,ENSMMUG00000014822
Zic3,ZIC3,Munji,NA,ENSG00000156925,ENSMUSG00000067860,ENSMMUG00000002023
Zic5,ZIC5,Both,liver_only,ENSG00000139800,ENSMUSG00000041703,ENSMMUG00000014821
Zmynd19,ZMYND19,Munji,NA,ENSG00000165724,ENSMUSG00000026974,ENSMMUG00000019610
Zfp219,ZNF219,Munji,NA,ENSG00000165804,ENSMUSG00000049295,ENSMMUG00000006461
Zfp647,ZNF250,Munji,NA,ENSG00000196150,ENSMUSG00000054967,ENSMMUG00000011548
Zfp110,ZNF274,Daneman,liver_only,ENSG00000171606,ENSMUSG00000058638,ENSMMUG00000020505
Zfp110,ZNF274,Daneman,liver_only,ENSG00000171606,ENSMUSG00000021514,ENSMMUG00000020505
Zfp366,ZNF366,Munji,NA,ENSG00000178175,ENSMUSG00000050919,ENSMMUG00000003586
Zfp383,ZNF383,Daneman,liver_only,ENSG00000188283,ENSMUSG00000099689,NA
Zfp423,ZNF423,Munji,NA,ENSG00000102935,ENSMUSG00000045333,ENSMMUG00000021261
Zfp521,ZNF521,Daneman,lung_only,ENSG00000198795,ENSMUSG00000024420,ENSMMUG00000008600
Zfp668,ZNF668,Munji,NA,ENSG00000167394,ENSMUSG00000049728,ENSMMUG00000011867
Zfp707,ZNF707,Munji,NA,ENSG00000274352,NA,NA
Zfp707,ZNF707,Munji,NA,ENSG00000181135,NA,ENSMMUG00000058943
Zfp865,ZNF865,Munji,NA,ENSG00000261221,ENSMUSG00000074405,NA
Znrf3,ZNRF3,Munji,NA,ENSG00000183579,ENSMUSG00000041961,ENSMMUG00000000025
Zswim1,ZSWIM1,Munji,NA,ENSG00000168612,ENSMUSG00000017764,ENSMMUG00000042855
Zwint,ZWINT,Daneman,lung_only,ENSG00000122952,ENSMUSG00000019923,ENSMMUG00000022376
Zyx,ZYX,Daneman,lung_only,ENSG00000285443,NA,NA
Zyx,ZYX,Daneman,lung_only,ENSG00000159840,ENSMUSG00000029860,ENSMMUG00000012635
